competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo;unidadesaláriocódigo;valorsaláriofixo
202208;3;31;310620;N;8211300;1;251110;101;9;31;44;1;3;0;1;97;0;0;0;4000;1;0;1;202208;NA;NA;0;5;4000
202208;3;35;355030;M;7220700;1;251110;101;9;36;44;1;3;0;1;97;0;0;0;5700;4;0;1;202208;NA;NA;0;5;5700
202208;3;33;330455;M;7220700;1;251110;111;9;24;44;6;3;0;1;97;0;1;0;2013;4;0;1;202208;NA;NA;0;1;9,15
202209;3;35;355030;M;7112000;-1;251110;101;11;40;40;6;3;0;1;31;0;0;0;5000;8;0;1;202209;NA;NA;0;5;5000
202209;2;21;210530;M;7220700;1;251110;105;9;35;42;1;3;0;1;97;0;0;0;4000;1;0;1;202209;NA;NA;0;5;4000
202209;3;35;350590;R;9102301;-1;251110;111;10;29;44;1;1;0;1;40;0;1;0;4500;2;0;1;202209;NA;NA;0;5;4500
202209;2;29;292530;S;9430800;-1;251110;101;7;31;44;3;3;0;1;43;0;0;0;4000;2;0;1;202209;NA;NA;0;5;4000
202209;4;42;420540;M;7112000;-1;251110;101;9;65;22;6;1;0;1;31;0;0;0;4249,79;8;0;1;202209;NA;NA;0;5;4249,79
202209;5;53;530010;M;7112000;1;251110;101;9;23;44;1;1;0;1;97;0;0;0;3526,24;6;0;1;202209;NA;NA;0;5;3526,24
202209;5;53;530010;M;7112000;1;251110;101;9;24;44;3;1;0;1;97;0;0;0;3526,24;6;0;1;202209;NA;NA;0;5;3526,24
202209;3;35;355030;F;4399101;1;251110;101;7;22;44;1;1;0;1;97;0;0;0;1700;1;0;1;202209;NA;NA;0;5;1700
202209;3;35;355030;M;7112000;-1;251110;101;9;30;44;3;3;0;1;31;0;0;0;6500;8;0;1;202209;NA;NA;0;5;6500
202209;2;29;292530;S;9430800;1;251110;101;9;45;40;3;3;0;1;97;0;0;0;5280;2;0;1;202209;NA;NA;0;5;5280
202209;2;21;210530;M;7220700;1;251110;105;9;37;42;1;3;0;1;97;0;0;0;3800;1;0;1;202209;NA;NA;0;5;3800
202209;4;43;431560;M;7220700;-1;251110;101;9;25;40;6;3;0;1;43;0;0;0;1700;2;0;1;202209;NA;NA;0;5;1700
202209;3;35;350610;G;4781400;1;251110;101;7;31;44;6;1;0;1;97;0;0;0;1510,13;2;0;1;202209;NA;NA;0;5;1510,13
202209;2;22;221100;F;4120400;1;251110;101;9;26;44;3;1;0;1;97;0;0;0;6000;4;0;1;202209;NA;NA;0;5;6000
202210;3;32;320530;M;7490199;-1;251110;101;9;32;44;3;1;0;1;31;0;0;0;4050;8;0;1;202210;NA;NA;0;5;4050
202210;5;53;530010;N;8211300;1;251110;101;4;33;44;6;1;0;1;97;0;0;0;1500;4;0;1;202210;NA;NA;0;5;1500
202210;2;26;261160;M;7490199;1;251110;101;9;24;44;6;3;0;1;97;0;0;0;2499,2;1;0;1;202210;NA;NA;0;1;11,36
202210;5;53;530010;N;8211300;1;251110;101;4;32;44;6;1;0;1;97;0;0;0;1500;4;0;1;202210;NA;NA;0;5;1500
202210;3;35;354750;M;7220700;1;251110;101;9;25;44;6;3;0;1;97;0;0;0;1700;3;0;1;202210;NA;NA;0;5;1700
202210;5;53;530010;N;8211300;1;251110;105;6;39;44;6;1;0;1;97;0;0;0;1500;4;0;1;202210;NA;NA;0;5;1500
202210;2;26;261160;M;7490199;1;251110;101;9;44;44;6;3;0;1;97;0;0;0;5500;3;0;1;202210;NA;NA;0;5;5500
202210;5;52;520870;M;7119702;1;251110;101;9;25;44;6;3;0;1;97;0;0;0;3700;5;0;1;202210;NA;NA;0;5;3700
202210;3;32;320530;M;7490199;-1;251110;101;9;32;44;3;3;0;1;31;0;0;0;4050;8;0;1;202210;NA;NA;0;5;4050
202210;3;32;320530;M;7490199;-1;251110;101;8;25;44;3;1;0;1;31;0;0;0;4050;8;0;1;202210;NA;NA;0;5;4050
202210;5;52;520870;M;7119702;1;251110;101;9;29;44;6;3;0;1;97;0;0;0;3700;5;0;1;202210;NA;NA;0;5;3700
202210;3;32;320530;M;7490199;-1;251110;101;9;23;44;3;1;0;1;31;0;0;0;4050;8;0;1;202210;NA;NA;0;5;4050
202210;3;32;320530;M;7490199;-1;251110;101;9;21;44;1;3;0;1;31;0;0;0;4050;8;0;1;202210;NA;NA;0;5;4050
202210;5;52;520890;M;7111100;-1;251110;101;9;35;44;6;3;0;1;43;0;0;0;3000;2;0;1;202210;NA;NA;0;5;3000
202210;2;29;292530;S;9430800;1;251110;101;9;45;40;3;1;0;1;97;0;0;0;5280;2;0;1;202210;NA;NA;0;5;5280
202210;2;21;210530;M;7220700;-1;251110;105;9;38;42;1;3;0;1;43;0;0;0;3800;1;0;1;202211;NA;NA;1;5;3800
202210;2;21;210530;M;7220700;-1;251110;105;9;35;42;3;3;0;1;43;0;0;0;4000;1;0;1;202211;NA;NA;1;5;4000
202211;2;26;261160;M;7490199;1;251110;101;9;47;44;6;1;0;1;97;0;0;0;4070;3;0;1;202211;NA;NA;0;5;4070
202211;3;35;354750;M;7220700;-1;251110;101;8;26;44;6;3;0;1;40;0;0;0;1500;3;0;1;202211;NA;NA;0;5;1500
202211;3;35;355030;G;4645101;-1;251110;101;9;37;40;1;3;0;1;31;0;0;0;4608;7;0;1;202211;NA;NA;0;5;4608
202211;2;29;292530;S;9430800;1;251110;101;7;31;40;3;3;0;1;97;0;0;0;4000;2;0;1;202211;NA;NA;0;5;4000
202211;3;32;320530;M;7490199;-1;251110;101;9;22;44;3;3;0;1;31;0;0;0;4050;8;0;1;202211;NA;NA;0;5;4050
202211;5;53;530010;N;8211300;-1;251110;101;4;33;44;6;1;0;1;31;0;0;0;1500;4;0;1;202211;NA;NA;0;5;1500
202211;5;52;520870;M;7119702;-1;251110;101;7;25;44;6;1;0;1;43;0;0;0;3700;5;0;1;202211;NA;NA;0;5;3700
202211;3;35;354750;M;7220700;-1;251110;101;9;25;44;6;3;0;1;43;0;0;0;1700;3;0;1;202211;NA;NA;0;5;1700
202211;5;53;530010;N;8211300;-1;251110;101;4;32;44;6;1;0;1;31;0;0;0;1500;4;0;1;202211;NA;NA;0;5;1500
202211;2;22;221100;F;4212000;1;251110;101;9;53;43,5;3;1;0;1;97;0;0;0;4500;1;0;1;202211;NA;NA;0;5;4500
202211;2;26;261160;M;7490199;1;251110;101;7;40;44;6;1;0;1;97;0;0;0;4070;3;0;1;202211;NA;NA;0;5;4070
202211;3;33;330455;M;7220700;1;251110;111;9;43;44;1;1;0;1;97;0;1;0;3359,4;4;0;1;202211;NA;NA;0;1;15,27
202211;2;26;261160;M;7490199;1;251110;101;7;48;44;3;1;0;1;97;0;0;0;4070;3;0;1;202211;NA;NA;0;5;4070
202211;5;52;520870;M;7119702;-1;251110;101;10;39;44;6;3;0;1;43;0;0;0;4860;5;0;1;202211;NA;NA;0;5;4860
202211;4;43;431440;M;7220700;-1;251110;101;9;32;36;6;1;0;1;31;0;0;0;3154,59;2;0;1;202211;NA;NA;0;5;3154,59
202211;5;53;530010;N;8211300;-1;251110;105;6;39;44;6;1;0;1;40;0;0;0;1500;4;0;1;202211;NA;NA;0;5;1500
202211;3;31;310620;M;7119702;-1;251110;101;9;32;44;1;1;0;1;90;0;0;0;5730;5;0;1;202211;NA;NA;0;5;5730
202211;2;26;261160;M;7490199;1;251110;101;7;35;44;3;1;0;1;97;0;0;0;4070;3;0;1;202211;NA;NA;0;5;4070
202212;2;23;230440;M;7119702;-1;251110;101;9;25;44;3;1;0;1;31;0;0;0;6185,85;4;0;1;202212;NA;NA;0;5;6185,85
202212;4;41;411520;N;8211300;1;251110;101;9;35;44;6;1;0;1;97;0;0;0;4000;2;0;1;202212;NA;NA;0;5;4000
202212;4;42;420460;P;8531700;1;251110;111;80;38;44;1;1;0;1;97;0;1;0;7150;10;0;1;202212;NA;NA;0;1;32,5
202212;2;29;292740;M;7220700;1;251110;101;9;25;44;2;3;0;1;97;0;0;0;4215;1;0;1;202212;NA;NA;0;5;4215
202212;3;31;310620;M;7220700;-1;251110;101;9;35;44;1;1;0;1;31;0;0;0;4800;1;0;1;202212;NA;NA;0;5;4800
202212;3;35;355030;M;7112000;-1;251110;101;9;40;40;6;3;0;1;31;0;0;0;7190,48;7;0;1;202212;NA;NA;0;5;7190,48
202212;3;31;310620;N;8291100;-1;251110;101;7;51;40;1;1;0;1;31;0;0;0;1212;2;0;1;202212;NA;NA;0;5;1212
202212;2;28;280030;M;7220700;1;251110;101;9;28;44;6;1;0;1;97;0;0;0;2800;3;0;1;202212;NA;NA;0;5;2800
202212;2;23;230440;M;7119702;-1;251110;101;9;32;44;3;1;0;1;31;0;0;0;6185,85;4;0;1;202212;NA;NA;0;5;6185,85
202212;3;35;355030;K;6463800;1;251110;101;9;42;44;1;1;0;1;97;0;0;0;22000;1;0;1;202212;NA;NA;0;5;22000
202212;2;23;230440;M;7220700;1;251110;101;8;26;44;3;1;0;1;97;0;0;0;3500;1;0;1;202212;NA;NA;0;5;3500
